# Diameters
# Blase Nr.		Avg/mm		STDDEV/mm
1	8.219	0.059
2	8.058	0.044
3	11.890	0.225
4	13.682	0.250
5	8.537	0.077
6	9.780	0.056
7	10.832	0.087
8	8.943	0.076
9	9.031	0.090
10	9.069	0.074
