# Diameters
# Blase Nr.		Avg/mm		STDDEV/mm
1	2.837	0.067
2	2.633	0.026
3	3.042	0.055
4	2.643	0.116
5	3.495	0.052
6	3.563	0.043
7	7.105	0.251
8	5.569	0.172
9	2.753	0.114
10	3.739	0.090
